motivo;quantidade;percentual
delta30 insuficiente 19.0 | sem rompimento confirmado -1.75 | sem continuidade 0.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
sem rompimento confirmado -8.25 | sem continuidade -3.50 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -27.0 | saldo30 insuficiente -28.0 | sem rompimento confirmado -1.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -2.0077 | sem rompimento confirmado -9.00 | hard-gate DNA incompleto | score 71 < 72;1;0,01
vel15 insuficiente -0.2500 | sem rompimento confirmado -7.00 | hard-gate DNA incompleto | score 70 < 72;1;0,01
aceleração insuficiente -0.7830 | sem rompimento confirmado -1.50 | sem continuidade -0.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1837 | aceleração insuficiente -0.4660 | sem rompimento confirmado -9.75 | sem continuidade -0.50 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 62 < 72;1;0,01
sem rompimento confirmado -3.00 | sem continuidade -0.25 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
aceleração insuficiente -0.2904 | sem rompimento confirmado -2.00 | sem continuidade -0.25 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 71 < 72;1;0,01
aceleração insuficiente -0.4925 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
aceleração insuficiente -0.6495 | sem rompimento confirmado -2.25 | sem continuidade 0.00 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 71 < 72;1;0,01
delta30 insuficiente -33.0 | saldo30 insuficiente -32.0 | aceleração insuficiente -0.0799 | hard-gate DNA incompleto | lados próximos: diferença 11 | score 65 < 72;1;0,01
aceleração insuficiente -1.2642 | sem rompimento confirmado -2.50 | sem continuidade 0.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.7380 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.6006 | sem rompimento confirmado -5.75 | hard-gate DNA incompleto | score 71 < 72;1;0,01
vel15 insuficiente -0.2181 | sem rompimento confirmado -6.00 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -85.0 | saldo30 insuficiente -84.0 | hard-gate DNA incompleto | lados próximos: diferença 5 | score 67 < 72;1;0,01
vel15 insuficiente -0.0335 | sem rompimento confirmado -4.50 | sem continuidade -1.00 | hard-gate DNA incompleto | score 64 < 72;1;0,01
sem rompimento confirmado -4.00 | sem continuidade -2.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -36.0 | saldo30 insuficiente -37.0 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -30.0 | saldo30 insuficiente -30.0 | aceleração insuficiente -0.1759 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente -23.0 | saldo30 insuficiente -22.0 | aceleração insuficiente -0.4918 | sem rompimento confirmado 0.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
vel15 insuficiente -0.0167 | aceleração insuficiente -1.3286 | sem rompimento confirmado -4.50 | sem continuidade -1.50 | hard-gate DNA incompleto | score 66 < 72;1;0,01
vel15 insuficiente -0.1709 | sem rompimento confirmado -4.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.0042 | sem rompimento confirmado -4.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1512 | sem rompimento confirmado -3.50 | sem continuidade -1.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0174 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0502 | aceleração insuficiente -0.1584 | sem rompimento confirmado -1.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente 0.0176 | sem rompimento confirmado -1.50 | sem continuidade -1.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.0215 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.4155 | sem rompimento confirmado -3.50 | hard-gate DNA incompleto | score 71 < 72;1;0,01
vel15 insuficiente -0.0334 | sem rompimento confirmado -1.25 | hard-gate DNA incompleto | score 70 < 72;1;0,01
vel15 insuficiente -0.3100 | sem rompimento confirmado -5.25 | sem continuidade -1.00 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -17.0 | saldo30 insuficiente -18.0 | aceleração insuficiente -0.2463 | sem rompimento confirmado -1.75 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente -18.0 | saldo30 insuficiente -19.0 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 17.0 | aceleração insuficiente -0.1799 | sem rompimento confirmado -1.50 | hard-gate DNA incompleto | score 69 < 72;1;0,01
aceleração insuficiente -0.4344 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1010 | sem rompimento confirmado -2.00 | sem continuidade -0.00 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -36.0 | saldo30 insuficiente -35.0 | hard-gate DNA incompleto | lados próximos: diferença 9 | score 63 < 72;1;0,01
vel15 insuficiente -0.0170 | sem rompimento confirmado -5.25 | hard-gate DNA incompleto | score 70 < 72;1;0,01
aceleração insuficiente -0.1555 | sem rompimento confirmado -5.00 | hard-gate DNA incompleto | score 71 < 72;1;0,01
delta30 insuficiente 1.0 | saldo30 insuficiente 0.0 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto | score 70 < 72;1;0,01
aceleração insuficiente -0.2568 | sem rompimento confirmado -3.50 | sem continuidade -0.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente 0.0000 | aceleração insuficiente 0.0000 | sem rompimento confirmado -4.00 | sem continuidade -2.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.4952 | sem rompimento confirmado -1.25 | sem continuidade -0.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
vel15 insuficiente -0.0688 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 11.0 | vel15 insuficiente 0.0000 | sem rompimento confirmado -1.75 | hard-gate DNA incompleto | score 64 < 72;1;0,01
delta30 insuficiente 18.0 | sem rompimento confirmado -0.25 | sem continuidade -0.25 | hard-gate DNA incompleto | score 67 < 72;1;0,01
delta30 insuficiente 5.0 | saldo30 insuficiente 4.0 | sem continuidade -0.00 | hard-gate DNA incompleto | score 63 < 72;1;0,01
delta30 insuficiente -5.0 | saldo30 insuficiente -4.0 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente 15.0 | aceleração insuficiente -0.7655 | sem rompimento confirmado -1.00 | sem continuidade 0.00 | hard-gate DNA incompleto | score 63 < 72;1;0,01
aceleração insuficiente -0.7049 | sem rompimento confirmado -4.75 | sem continuidade -1.75 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
vel15 insuficiente -0.0167 | sem rompimento confirmado -4.00 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
vel15 insuficiente -0.0168 | sem rompimento confirmado -1.50 | hard-gate DNA incompleto | score 70 < 72;1;0,01
delta30 insuficiente -60.0 | saldo30 insuficiente -59.0 | sem continuidade -0.00 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -3.0 | saldo30 insuficiente -3.0 | aceleração insuficiente -0.0965 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 10.0 | saldo30 insuficiente 9.0 | aceleração insuficiente -0.7126 | sem rompimento confirmado -2.00 | hard-gate DNA incompleto | score 63 < 72;1;0,01
vel15 insuficiente -0.0892 | sem rompimento confirmado -4.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.2054 | sem rompimento confirmado -2.75 | sem continuidade -0.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.2811 | sem rompimento confirmado -1.75 | sem continuidade -0.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -4.4057 | sem rompimento confirmado -8.00 | sem continuidade -4.50 | hard-gate DNA incompleto | score 65 < 72;1;0,01
sem rompimento confirmado -10.75 | sem continuidade -0.75 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 17.0 | sem rompimento confirmado -1.75 | hard-gate DNA incompleto | score 67 < 72;1;0,01
delta30 insuficiente 2.0 | saldo30 insuficiente 1.0 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 6.0 | saldo30 insuficiente 5.0 | sem continuidade -0.00 | hard-gate DNA incompleto | score 67 < 72;1;0,01
delta30 insuficiente 10.0 | sem continuidade 0.00 | hard-gate DNA incompleto | score 63 < 72;1;0,01
delta30 insuficiente 5.0 | saldo30 insuficiente 4.0 | hard-gate DNA incompleto | score 67 < 72;1;0,01
delta30 insuficiente 12.0 | aceleração insuficiente -0.3577 | sem continuidade -0.00 | hard-gate DNA incompleto | score 65 < 72;1;0,01
aceleração insuficiente -1.0881 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.9759 | sem rompimento confirmado -0.50 | sem continuidade -1.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.3626 | sem rompimento confirmado -2.00 | sem continuidade -1.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -2.3514 | sem rompimento confirmado -3.75 | sem continuidade -3.50 | hard-gate DNA incompleto | score 66 < 72;1;0,01
sem rompimento confirmado -2.25 | sem continuidade -0.00 | hard-gate DNA incompleto | score 64 < 72;1;0,01
vel15 insuficiente -0.0929 | sem rompimento confirmado -3.50 | hard-gate DNA incompleto | score 68 < 72;1;0,01
aceleração insuficiente -0.6439 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -14.0 | saldo30 insuficiente -13.0 | hard-gate DNA incompleto | score 65 < 72;1;0,01
delta30 insuficiente 5.0 | saldo30 insuficiente 6.0 | hard-gate DNA incompleto | score 63 < 72;1;0,01
aceleração insuficiente -1.3260 | sem rompimento confirmado -3.75 | sem continuidade -0.50 | hard-gate DNA incompleto | score 70 < 72;1;0,01
aceleração insuficiente -0.5274 | sem rompimento confirmado -2.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.9950 | sem rompimento confirmado -1.75 | sem continuidade -1.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.4331 | sem rompimento confirmado -3.50 | sem continuidade -0.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.2070 | sem rompimento confirmado -4.50 | hard-gate DNA incompleto | score 69 < 72;1;0,01
vel15 insuficiente -0.2124 | sem rompimento confirmado -5.75 | hard-gate DNA incompleto | score 65 < 72;1;0,01
delta30 insuficiente 6.0 | saldo30 insuficiente 5.0 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 3.0 | saldo30 insuficiente 4.0 | sem rompimento confirmado 0.00 | hard-gate DNA incompleto | score 64 < 72;1;0,01
aceleração insuficiente -0.1593 | sem rompimento confirmado -0.75 | sem continuidade -0.00 | hard-gate DNA incompleto | score 68 < 72;1;0,01
vel15 insuficiente -0.0344 | sem rompimento confirmado -1.25 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente 14.0 | sem rompimento confirmado -0.50 | sem continuidade -0.75 | hard-gate DNA incompleto | score 67 < 72;1;0,01
delta30 insuficiente 11.0 | sem rompimento confirmado -1.75 | sem continuidade -0.00 | hard-gate DNA incompleto | score 68 < 72;1;0,01
delta30 insuficiente 11.0 | sem rompimento confirmado -2.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 6.0 | saldo30 insuficiente 7.0 | sem rompimento confirmado -2.00 | hard-gate DNA incompleto | score 64 < 72;1;0,01
delta30 insuficiente 5.0 | saldo30 insuficiente 5.0 | aceleração insuficiente -0.1636 | sem continuidade -0.00 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente -5.0 | saldo30 insuficiente -4.0 | hard-gate DNA incompleto | score 70 < 72;1;0,01
delta30 insuficiente 14.0 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto | score 68 < 72;1;0,01
delta30 insuficiente 13.0 | sem rompimento confirmado -0.25 | sem continuidade 0.00 | hard-gate DNA incompleto | score 63 < 72;1;0,01
aceleração insuficiente -0.9561 | sem rompimento confirmado -1.50 | hard-gate DNA incompleto;1;0,01
sem rompimento confirmado -1.25 | hard-gate DNA incompleto | score 67 < 72;1;0,01
sem rompimento confirmado -0.75 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 17.0 | sem continuidade -0.50 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -1.5520 | sem rompimento confirmado -4.75 | sem continuidade -4.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.0993 | sem rompimento confirmado -3.25 | sem continuidade -1.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.0607 | sem rompimento confirmado -3.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 7.0 | sem rompimento confirmado -5.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.0458 | sem rompimento confirmado -7.25 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
delta30 insuficiente 8.0 | saldo30 insuficiente 4.0 | aceleração insuficiente -0.3910 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.2752 | sem rompimento confirmado -8.00 | sem continuidade -1.50 | hard-gate DNA incompleto | score 65 < 72;1;0,01
vel15 insuficiente -0.2344 | sem rompimento confirmado -10.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.2952 | sem rompimento confirmado -7.00 | sem continuidade -4.50 | hard-gate DNA incompleto | score 69 < 72;1;0,01
delta30 insuficiente -7.0 | saldo30 insuficiente -4.0 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -19.0 | saldo30 insuficiente -15.0 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -0.2365 | sem rompimento confirmado -3.75 | sem continuidade -2.00 | hard-gate DNA incompleto | score 65 < 72;1;0,01
aceleração insuficiente -0.3663 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.3417 | sem rompimento confirmado -4.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -43.0 | saldo30 insuficiente -24.0 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -13.0 | saldo30 insuficiente -2.0 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.0872 | sem rompimento confirmado -0.50 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente 13.0 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto | score 67 < 72;1;0,01
delta30 insuficiente 4.0 | saldo30 insuficiente 0.0 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -28.0 | saldo30 insuficiente -18.0 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente -9.0 | saldo30 insuficiente -8.0 | aceleração insuficiente -0.7968 | sem continuidade -0.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 14.0 | aceleração insuficiente -0.1967 | sem continuidade -0.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -2.1632 | sem rompimento confirmado -5.25 | hard-gate DNA incompleto | score 67 < 72;1;0,01
delta30 insuficiente 15.0 | aceleração insuficiente 0.0017 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 2.0 | saldo30 insuficiente 2.0 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 1.0 | saldo30 insuficiente -1.0 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 10.0 | saldo30 insuficiente 6.0 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 10.0 | saldo30 insuficiente 2.0 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -1.6210 | sem rompimento confirmado -6.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 18.0 | sem rompimento confirmado -6.50 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 15.0 | aceleração insuficiente -0.0812 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 10.0 | vel15 insuficiente -0.1407 | sem rompimento confirmado -6.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente -7.0 | saldo30 insuficiente -1.0 | hard-gate DNA incompleto | score 65 < 72;1;0,01
aceleração insuficiente -1.9576 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.0761 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 16.0 | aceleração insuficiente -0.4558 | sem rompimento confirmado 0.00 | hard-gate DNA incompleto | score 65 < 72;1;0,01
delta30 insuficiente 14.0 | sem rompimento confirmado -2.00 | sem continuidade -1.25 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente 13.0 | sem rompimento confirmado -5.25 | hard-gate DNA incompleto | score 70 < 72;1;0,01
delta30 insuficiente -5.0 | saldo30 insuficiente -7.0 | hard-gate DNA incompleto | score 65 < 72;1;0,01
delta30 insuficiente 13.0 | aceleração insuficiente -0.8093 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 13.0 | aceleração insuficiente -0.0870 | sem continuidade -0.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -1.3502 | sem rompimento confirmado -2.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.6223 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -9.0 | saldo30 insuficiente 4.0 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 3.0 | saldo30 insuficiente 3.0 | aceleração insuficiente -0.1765 | hard-gate DNA incompleto | score 64 < 72;1;0,01
vel15 insuficiente -0.0695 | aceleração insuficiente -1.6982 | sem rompimento confirmado -7.75 | sem continuidade -4.25 | hard-gate DNA incompleto | score 66 < 72;1;0,01
vel15 insuficiente -0.0000 | sem rompimento confirmado -5.75 | hard-gate DNA incompleto;1;0,01
